"transaction_amount","aux_mdr_fee","mdr_fee","gateway_fee","transaction_id","payment_method","installments_range","financial_operation_type","created_at","date","day_of_week","company_id","company_mcc","company_type","product_name","acquirer_name"
18000,468,468,20.0,"0198761592",credit_card,a vista,capture,14:57:40,2020-09-09,3.0,"65a09e93810c44c","4816",outbound,psp,acquirer_3
18000,468,468,20.0,"0198761592",credit_card,a vista,capture,14:57:39,2020-09-09,3.0,"65a09e93810c44c","4816",outbound,psp,pagarme
92390,343,343,32.0,"01b57d78f0",credit_card,"2-6",capture,14:55:02,2020-09-09,3.0,"704b7a7a0f7a7a4","5122",inbound,psp,pagarme
92390,343,343,32.0,"01b57d78f0",credit_card,"2-6",capture,14:55:02,2020-09-09,3.0,"704b7a7a0f7a7a4","5122",inbound,psp,acquirer_3
7880,180,180,0.0,"02830e1cbe",credit_card,a vista,capture,14:58:39,2020-09-09,3.0,"10c33d344710b96","8999",outbound,psp,pagarme
7880,180,180,0.0,"02830e1cbe",credit_card,a vista,capture,14:58:39,2020-09-09,3.0,"10c33d344710b96","8999",outbound,psp,acquirer_3
16512,194,194,50.0,"02b0aa3ac1",credit_card,"2-6",capture,14:57:09,2020-09-09,3.0,efd17a99ed76fc2,"5947",outbound,psp,pagarme
16512,194,194,50.0,"02b0aa3ac1",credit_card,"2-6",capture,14:57:09,2020-09-09,3.0,efd17a99ed76fc2,"5947",outbound,psp,acquirer_3
7496,179,179,90.0,"031d8b21be",credit_card,a vista,capture,14:55:16,2020-09-09,3.0,d989f5c5540226b,"5047",inbound,psp,pagarme
7496,179,179,90.0,"031d8b21be",credit_card,a vista,capture,14:55:16,2020-09-09,3.0,d989f5c5540226b,"5047",inbound,psp,acquirer_3
12205,102,102,120.0,"04da3feaa7",credit_card,"2-6",capture,14:54:53,2020-09-09,3.0,"078e46f5b7adb56","5712",self_register,psp,pagarme
12205,102,102,120.0,"04da3feaa7",credit_card,"2-6",capture,14:54:53,2020-09-09,3.0,"078e46f5b7adb56","5712",self_register,psp,acquirer_3
2400,22,22,30.0,"04fa0fb1bb",credit_card,"2-6",capture,14:59:46,2020-09-09,3.0,af6a0cb8cb4dd5a,"8299",outbound,psp,pagarme
2400,22,22,30.0,"04fa0fb1bb",credit_card,"2-6",capture,14:59:47,2020-09-09,3.0,af6a0cb8cb4dd5a,"8299",outbound,psp,acquirer_3
22590,79,79,50.0,"07012c8e9b",credit_card,"7-12",capture,14:59:18,2020-09-09,3.0,a0faf1645e4be26,"5712",outbound,psp,pagarme
22590,79,79,50.0,"07012c8e9b",credit_card,"7-12",capture,14:59:19,2020-09-09,3.0,a0faf1645e4be26,"5712",outbound,psp,acquirer_3
59980,458,458,15.0,"071ba130dd",credit_card,"2-6",capture,10:10:19,2020-09-09,3.0,a1c2f57e42dd0b9,"5311",outbound,psp,acquirer_3
59980,458,458,15.0,"071ba130dd",credit_card,"2-6",capture,10:10:19,2020-09-09,3.0,a1c2f57e42dd0b9,"5311",outbound,psp,pagarme
20000,168,168,30.0,"088fd788c3",credit_card,"2-6",capture,14:57:43,2020-09-09,3.0,"47a44233dda03cc","8011",outbound,psp,pagarme
20000,168,168,30.0,"088fd788c3",credit_card,"2-6",capture,14:57:43,2020-09-09,3.0,"47a44233dda03cc","8011",outbound,psp,acquirer_3
11675,299,299,68.0,"0b830a090e",credit_card,a vista,capture,14:58:50,2020-09-09,3.0,"88cef9ede0bc4d6","5199",self_register,psp,pagarme
11675,299,299,68.0,"0b830a090e",credit_card,a vista,capture,14:58:52,2020-09-09,3.0,"88cef9ede0bc4d6","5199",self_register,psp,acquirer_2
11880,0,0,-0.0,"0c024ccc91",credit_card,"7-12",refund,16:25:49,2020-09-15,2.0,"68bd0171c5b6a4b","8241",outbound,psp,pagarme
11880,0,0,-0.0,"0c024ccc91",credit_card,"7-12",refund,16:25:49,2020-09-15,2.0,"68bd0171c5b6a4b","8241",outbound,psp,acquirer_3
11880,-374,0,0.0,"0c024ccc91",credit_card,"7-12",capture,14:57:31,2020-09-09,3.0,"68bd0171c5b6a4b","8241",outbound,psp,acquirer_3
11880,-374,0,0.0,"0c024ccc91",credit_card,"7-12",capture,14:57:30,2020-09-09,3.0,"68bd0171c5b6a4b","8241",outbound,psp,pagarme
41900,397,397,100.0,"0c4061a69d",credit_card,"2-6",capture,15:00:09,2020-09-09,3.0,a9810f693ffb8e6,"5441",outbound,psp,pagarme
41900,397,397,100.0,"0c4061a69d",credit_card,"2-6",capture,15:00:09,2020-09-09,3.0,a9810f693ffb8e6,"5441",outbound,psp,acquirer_3
488766,1181,1181,0.0,"0cb25286cb",credit_card,"2-6",capture,14:56:33,2020-09-09,3.0,da83a78d27ace3c,"8220",outbound,psp,pagarme
488766,1181,1181,0.0,"0cb25286cb",credit_card,"2-6",capture,14:56:34,2020-09-09,3.0,da83a78d27ace3c,"8220",outbound,psp,acquirer_3
11531,272,272,40.0,"0cec797151",credit_card,a vista,capture,14:56:30,2020-09-09,3.0,d518cae4435be50,"5499",outbound,psp,acquirer_3
11531,272,272,40.0,"0cec797151",credit_card,a vista,capture,14:56:29,2020-09-09,3.0,d518cae4435be50,"5499",outbound,psp,pagarme
17600,317,317,20.0,"0e27e58fe1",credit_card,a vista,capture,14:56:14,2020-09-09,3.0,d628d5f69e5e02c,"7297",outbound,psp,acquirer_3
17600,317,317,20.0,"0e27e58fe1",credit_card,a vista,capture,14:56:13,2020-09-09,3.0,d628d5f69e5e02c,"7297",outbound,psp,pagarme
30000,768,768,50.0,"0edddd0eb5",credit_card,a vista,capture,14:59:37,2020-09-09,3.0,"550097412be53a9","5814",outbound,psp,pagarme
30000,768,768,50.0,"0edddd0eb5",credit_card,a vista,capture,14:59:37,2020-09-09,3.0,"550097412be53a9","5814",outbound,psp,acquirer_3
7904,,0,20.0,"0f76cc1d61",credit_card,a vista,capture,15:12:51,2020-09-09,3.0,dc984ecf72ebcaa,"8999",outbound,gateway,acquirer_2
25980,,0,120.0,"105765d2e3",credit_card,"2-6",capture,14:56:38,2020-09-09,3.0,"670c83dedf425e1","5651",self_register,gateway,acquirer_1
100,0,0,-70.0,"10c937ee36",credit_card,a vista,refund,14:40:28,2020-09-09,3.0,"5ba7e287dde81f8","4722",outbound,psp,pagarme
100,0,0,-70.0,"10c937ee36",credit_card,a vista,refund,14:40:29,2020-09-09,3.0,"5ba7e287dde81f8","4722",outbound,psp,acquirer_3
100,-4,0,70.0,"10c937ee36",credit_card,a vista,capture,14:40:27,2020-09-09,3.0,"5ba7e287dde81f8","4722",outbound,psp,pagarme
21291,159,159,80.0,"112c6287d9",credit_card,"2-6",capture,14:57:50,2020-09-09,3.0,"6d638ef2b6f65d1","7311",inbound,psp,acquirer_3
21291,159,159,80.0,"112c6287d9",credit_card,"2-6",capture,14:57:48,2020-09-09,3.0,"6d638ef2b6f65d1","7311",inbound,psp,pagarme
6200,188,188,110.0,"1137f1483b",credit_card,a vista,capture,14:55:16,2020-09-09,3.0,f3bdbd48b367ea3,"5969",outbound,psp,acquirer_3
6200,188,188,110.0,"1137f1483b",credit_card,a vista,capture,14:55:16,2020-09-09,3.0,f3bdbd48b367ea3,"5969",outbound,psp,pagarme
32851,-457,0,0.0,"15e186fb43",credit_card,a vista,capture,16:04:01,2020-09-09,3.0,"1104a2c32ffd10e","5499",inbound,psp,pagarme
32851,0,0,-0.0,"15e186fb43",credit_card,a vista,refund,14:37:18,2020-09-21,1.0,"1104a2c32ffd10e","5499",inbound,psp,pagarme
32851,-457,0,0.0,"15e186fb43",credit_card,a vista,capture,16:04:01,2020-09-09,3.0,"1104a2c32ffd10e","5499",inbound,psp,acquirer_3
32851,0,0,-0.0,"15e186fb43",credit_card,a vista,refund,14:37:19,2020-09-21,1.0,"1104a2c32ffd10e","5499",inbound,psp,acquirer_3
10480,240,240,0.0,"1764b5dec6",credit_card,a vista,capture,14:57:01,2020-09-09,3.0,"10c33d344710b96","8999",outbound,psp,pagarme
10480,240,240,0.0,"1764b5dec6",credit_card,a vista,capture,14:57:01,2020-09-09,3.0,"10c33d344710b96","8999",outbound,psp,acquirer_3
6001,0,0,-0.0,"17cf486f2b",credit_card,"2-6",refund,16:11:29,2020-09-23,3.0,"5a9c29a2bfe6282","5977",outbound,psp,pagarme
6001,-214,0,0.0,"17cf486f2b",credit_card,"2-6",capture,14:46:03,2020-09-09,3.0,"5a9c29a2bfe6282","5977",outbound,psp,pagarme
6001,-214,0,0.0,"17cf486f2b",credit_card,"2-6",capture,14:46:03,2020-09-09,3.0,"5a9c29a2bfe6282","5977",outbound,psp,acquirer_3
6001,0,0,-0.0,"17cf486f2b",credit_card,"2-6",refund,16:11:32,2020-09-23,3.0,"5a9c29a2bfe6282","5977",outbound,psp,acquirer_3
46300,239,239,50.0,"17d5ba9327",credit_card,"2-6",capture,15:45:38,2020-09-09,3.0,eb30334ed6ef608,"5993",outbound,psp,pagarme
46300,239,239,50.0,"17d5ba9327",credit_card,"2-6",capture,15:45:38,2020-09-09,3.0,eb30334ed6ef608,"5993",outbound,psp,acquirer_3
17788,477,477,70.0,"1879afb3fc",credit_card,a vista,capture,14:57:43,2020-09-09,3.0,"7268080faafe827","5192",outbound,psp,acquirer_3
17788,477,477,70.0,"1879afb3fc",credit_card,a vista,capture,14:57:42,2020-09-09,3.0,"7268080faafe827","5192",outbound,psp,pagarme
34065,903,903,30.0,"198e0d941b",credit_card,a vista,capture,14:55:54,2020-09-09,3.0,fe3f48f88f15d46,"5137",outbound,psp,pagarme
34065,903,903,30.0,"198e0d941b",credit_card,a vista,capture,14:55:56,2020-09-09,3.0,fe3f48f88f15d46,"5137",outbound,psp,acquirer_3
2497,42,42,0.0,"19f5ca7a57",credit_card,a vista,capture,14:54:37,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,acquirer_3
2497,42,42,0.0,"19f5ca7a57",credit_card,a vista,capture,14:54:37,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,pagarme
16900,145,145,40.0,"1a435e4388",credit_card,"2-6",capture,14:57:27,2020-09-09,3.0,"0f8925d1b7a64ab","5697",inbound,psp,pagarme
16900,145,145,40.0,"1a435e4388",credit_card,"2-6",capture,14:57:29,2020-09-09,3.0,"0f8925d1b7a64ab","5697",inbound,psp,acquirer_3
24343,852,852,50.0,"1a8cfb86a7",credit_card,a vista,capture,14:57:28,2020-09-09,3.0,"50fbfbd774e93eb","5719",outbound,psp,acquirer_3
24343,852,852,50.0,"1a8cfb86a7",credit_card,a vista,capture,14:57:27,2020-09-09,3.0,"50fbfbd774e93eb","5719",outbound,psp,pagarme
186354,2045,2045,50.0,"1e80a672f0",credit_card,"2-6",capture,14:58:38,2020-09-09,3.0,"1cf5eeff8b29130","5131",outbound,psp,acquirer_3
186354,2045,2045,50.0,"1e80a672f0",credit_card,"2-6",capture,14:58:37,2020-09-09,3.0,"1cf5eeff8b29130","5131",outbound,psp,pagarme
5000,90,90,0.0,"2155aa8541",credit_card,a vista,capture,14:58:16,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,acquirer_3
5000,90,90,0.0,"2155aa8541",credit_card,a vista,capture,14:58:15,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,pagarme
44754,-1629,0,0.0,"228637d0b4",credit_card,"7-12",capture,14:58:20,2020-09-09,3.0,"72b3544d6623b87","8299",outbound,psp,acquirer_3
44754,0,0,-0.0,"228637d0b4",credit_card,"7-12",refund,13:53:35,2020-09-14,1.0,"72b3544d6623b87","8299",outbound,psp,pagarme
44754,0,0,-0.0,"228637d0b4",credit_card,"7-12",refund,13:53:35,2020-09-14,1.0,"72b3544d6623b87","8299",outbound,psp,acquirer_3
44754,-1629,0,0.0,"228637d0b4",credit_card,"7-12",capture,14:58:19,2020-09-09,3.0,"72b3544d6623b87","8299",outbound,psp,pagarme
96554,,0,50.0,"22c7bdab93",credit_card,"7-12",capture,14:56:14,2020-09-09,3.0,"4e6ad93df7c1d98","5722",outbound,gateway,acquirer_3
28109,160,160,95.0,"2303c34791",credit_card,"2-6",capture,14:57:00,2020-09-09,3.0,cecbc44c45ee98e,"7311",self_register,psp,pagarme
28109,160,160,95.0,"2303c34791",credit_card,"2-6",capture,14:57:01,2020-09-09,3.0,cecbc44c45ee98e,"7311",self_register,psp,acquirer_3
26051,755,755,95.0,"241f2dc4b8",credit_card,a vista,capture,14:55:33,2020-09-09,3.0,f15c6ef80e2797b,"5499",inbound,psp,pagarme
26051,755,755,95.0,"241f2dc4b8",credit_card,a vista,capture,14:55:34,2020-09-09,3.0,f15c6ef80e2797b,"5499",inbound,psp,acquirer_3
197,-5,0,40.0,"244764d5ed",credit_card,a vista,capture,14:46:58,2020-09-09,3.0,b55bcdbb034df22,"5661",inbound,psp,pagarme
197,-5,0,40.0,"244764d5ed",credit_card,a vista,capture,14:46:59,2020-09-09,3.0,b55bcdbb034df22,"5661",inbound,psp,acquirer_3
197,0,0,-40.0,"244764d5ed",credit_card,a vista,refund,18:01:49,2020-09-09,3.0,b55bcdbb034df22,"5661",inbound,psp,acquirer_3
197,0,0,-40.0,"244764d5ed",credit_card,a vista,refund,18:01:48,2020-09-09,3.0,b55bcdbb034df22,"5661",inbound,psp,pagarme
198,8,8,22.97,"246ed018b1",credit_card,a vista,capture,14:59:43,2020-09-09,3.0,"96d42ea61c64e3b","4816",outbound,psp,acquirer_3
198,8,8,22.97,"246ed018b1",credit_card,a vista,capture,14:59:42,2020-09-09,3.0,"96d42ea61c64e3b","4816",outbound,psp,pagarme
1990,46,46,0.0,"2513ecbac2",credit_card,a vista,capture,14:55:27,2020-09-09,3.0,"10c33d344710b96","8999",outbound,psp,acquirer_3
1990,46,46,0.0,"2513ecbac2",credit_card,a vista,capture,14:55:27,2020-09-09,3.0,"10c33d344710b96","8999",outbound,psp,pagarme
2896,32,32,107.0,"256f01ea19",credit_card,"2-6",capture,14:56:43,2020-09-09,3.0,"8bf18c1bc99d6d2","5300",inbound,psp,pagarme
2896,32,32,107.0,"256f01ea19",credit_card,"2-6",capture,14:56:44,2020-09-09,3.0,"8bf18c1bc99d6d2","5300",inbound,psp,acquirer_3
16000,133,133,30.0,"2646a8a9f6",credit_card,"2-6",capture,14:59:51,2020-09-09,3.0,"47a44233dda03cc","8011",outbound,psp,acquirer_3
16000,133,133,30.0,"2646a8a9f6",credit_card,"2-6",capture,14:59:51,2020-09-09,3.0,"47a44233dda03cc","8011",outbound,psp,pagarme
11255,-305,0,50.0,"27b0f6bcf8",credit_card,"2-6",capture,14:52:42,2020-09-09,3.0,e7569f550abcdb2,"5199",self_register,psp,pagarme
11255,0,0,-50.0,"27b0f6bcf8",credit_card,"2-6",refund,11:25:01,2020-09-11,5.0,e7569f550abcdb2,"5199",self_register,psp,pagarme
11255,-305,0,50.0,"27b0f6bcf8",credit_card,"2-6",capture,14:52:42,2020-09-09,3.0,e7569f550abcdb2,"5199",self_register,psp,acquirer_3
11255,0,0,-50.0,"27b0f6bcf8",credit_card,"2-6",refund,11:25:01,2020-09-11,5.0,e7569f550abcdb2,"5199",self_register,psp,acquirer_3
18700,-316,0,0.0,"284561d231",credit_card,a vista,capture,14:46:23,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,acquirer_3
18700,0,0,-0.0,"284561d231",credit_card,a vista,refund,10:12:45,2020-09-10,4.0,d19e7f6bea6d0f3,"8299",outbound,psp,pagarme
18700,0,0,-0.0,"284561d231",credit_card,a vista,refund,10:12:45,2020-09-10,4.0,d19e7f6bea6d0f3,"8299",outbound,psp,acquirer_3
18700,-316,0,0.0,"284561d231",credit_card,a vista,capture,14:46:23,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,pagarme
3762,,0,20.0,"28bfe04111",credit_card,a vista,capture,15:10:45,2020-09-09,3.0,dc984ecf72ebcaa,"8999",outbound,gateway,acquirer_2
299,11,11,24.485,"29f9cd326c",credit_card,a vista,capture,14:55:24,2020-09-09,3.0,"96d42ea61c64e3b","4816",outbound,psp,acquirer_3
299,11,11,24.485,"29f9cd326c",credit_card,a vista,capture,14:55:24,2020-09-09,3.0,"96d42ea61c64e3b","4816",outbound,psp,pagarme
3180,101,101,95.0,"2ba6e9b871",credit_card,a vista,capture,14:56:40,2020-09-09,3.0,"4f7453be2ddaed2","5949",inbound,psp,pagarme
3180,101,101,95.0,"2ba6e9b871",credit_card,a vista,capture,14:56:41,2020-09-09,3.0,"4f7453be2ddaed2","5949",inbound,psp,acquirer_3
16925,99,99,120.0,"2ced56b25e",credit_card,"2-6",capture,14:58:53,2020-09-09,3.0,"8747b5935d3999e","5999",outbound,psp,acquirer_3
16925,99,99,120.0,"2ced56b25e",credit_card,"2-6",capture,14:58:52,2020-09-09,3.0,"8747b5935d3999e","5999",outbound,psp,pagarme
21379,0,0,-40.0,"2d87869038",credit_card,"2-6",refund,11:54:00,2020-09-28,1.0,"38450cce3ddc812","5137",inbound,psp,pagarme
21379,0,0,-40.0,"2d87869038",credit_card,"2-6",refund,11:54:00,2020-09-28,1.0,"38450cce3ddc812","5137",inbound,psp,acquirer_3
21379,-695,0,40.0,"2d87869038",credit_card,"2-6",capture,14:40:17,2020-09-09,3.0,"38450cce3ddc812","5137",inbound,psp,acquirer_3
21379,-695,0,40.0,"2d87869038",credit_card,"2-6",capture,14:40:15,2020-09-09,3.0,"38450cce3ddc812","5137",inbound,psp,pagarme
3500,,0,20.0,"2e1fa5ec48",credit_card,a vista,capture,15:20:19,2020-09-09,3.0,dc984ecf72ebcaa,"8999",outbound,gateway,acquirer_2
12586,301,301,90.0,"2f4641f130",credit_card,a vista,capture,14:56:38,2020-09-09,3.0,d989f5c5540226b,"5047",inbound,psp,acquirer_3
12586,301,301,90.0,"2f4641f130",credit_card,a vista,capture,14:56:38,2020-09-09,3.0,d989f5c5540226b,"5047",inbound,psp,pagarme
25065,64,64,80.0,"2fd57e342e",credit_card,"7-12",capture,14:56:48,2020-09-09,3.0,c9bcb2e471c5d8e,"5651",inbound,psp,acquirer_3
25065,64,64,80.0,"2fd57e342e",credit_card,"7-12",capture,14:56:47,2020-09-09,3.0,c9bcb2e471c5d8e,"5651",inbound,psp,pagarme
30205,133,133,36.0,"3254636ae6",credit_card,"2-6",capture,14:56:23,2020-09-09,3.0,"5702629caa01e5a","5651",self_register,psp,pagarme
30205,133,133,36.0,"3254636ae6",credit_card,"2-6",capture,14:56:23,2020-09-09,3.0,"5702629caa01e5a","5651",self_register,psp,acquirer_3
229900,0,0,-0.0,"33fc47c4a6",credit_card,"2-6",refund,16:16:55,2020-09-09,3.0,"64d8741e09ba8ee","7372",outbound,gateway,pagarme
229900,0,0,-0.0,"33fc47c4a6",credit_card,"2-6",refund,16:16:55,2020-09-09,3.0,"64d8741e09ba8ee","7372",outbound,gateway,acquirer_3
98960,,0,20.0,"35451a902e",credit_card,"7-12",capture,15:18:04,2020-09-09,3.0,dc984ecf72ebcaa,"8999",outbound,gateway,acquirer_2
100,0,0,-0.0,"3623a83f8f",credit_card,a vista,refund,14:57:44,2020-09-09,3.0,"579e59365b9b65a","8299",outbound,gateway,acquirer_3
100,0,0,-0.0,"3623a83f8f",credit_card,a vista,refund,14:57:44,2020-09-09,3.0,"579e59365b9b65a","8299",outbound,gateway,pagarme
2990,65,65,33.0,"3713b627af",credit_card,a vista,capture,14:56:46,2020-09-09,3.0,"8164dd9e3d9a51a","4816",outbound,psp,acquirer_3
2990,65,65,33.0,"3713b627af",credit_card,a vista,capture,14:56:45,2020-09-09,3.0,"8164dd9e3d9a51a","4816",outbound,psp,pagarme
59900,,0,0.0,"37fc937450",credit_card,a vista,capture,14:42:10,2020-09-09,3.0,aa453d6deb9d407,"8999",outbound,gateway,acquirer_1
59900,0,0,-0.0,"37fc937450",credit_card,a vista,refund,15:21:43,2020-09-09,3.0,aa453d6deb9d407,"8999",outbound,gateway,acquirer_1
,0,0,,"38b79469c0",,,refund,16:32:58,2020-09-10,4.0,,,,psp,pagarme
7391,164,164,60.0,"390c1563a3",credit_card,a vista,capture,14:57:54,2020-09-09,3.0,"67c2d7c22cae393","7392",outbound,psp,acquirer_3
7391,164,164,60.0,"390c1563a3",credit_card,a vista,capture,14:57:54,2020-09-09,3.0,"67c2d7c22cae393","7392",outbound,psp,pagarme
10000,379,379,120.0,"3a6f535115",credit_card,a vista,capture,14:56:35,2020-09-09,3.0,"489b07887803197","8661",outbound,psp,acquirer_3
10000,379,379,120.0,"3a6f535115",credit_card,a vista,capture,14:56:34,2020-09-09,3.0,"489b07887803197","8661",outbound,psp,pagarme
20000,250,250,30.0,"3c4164c8d3",credit_card,"2-6",capture,14:59:16,2020-09-09,3.0,"47a44233dda03cc","8011",outbound,psp,pagarme
20000,250,250,30.0,"3c4164c8d3",credit_card,"2-6",capture,14:59:16,2020-09-09,3.0,"47a44233dda03cc","8011",outbound,psp,acquirer_3
2500,45,45,0.0,"3d52c6a158",credit_card,a vista,capture,14:57:16,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,acquirer_3
2500,45,45,0.0,"3d52c6a158",credit_card,a vista,capture,14:57:15,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,pagarme
31792,198,198,45.0,"3dc5e16d0a",credit_card,"2-6",capture,14:56:46,2020-09-09,3.0,"91ba8840156ea07","5999",inbound,psp,acquirer_3
31792,198,198,45.0,"3dc5e16d0a",credit_card,"2-6",capture,14:56:45,2020-09-09,3.0,"91ba8840156ea07","5999",inbound,psp,pagarme
590,15,15,12.0,"3ef6504bbb",credit_card,a vista,capture,14:56:58,2020-09-09,3.0,dee3b73faaac643,"8999",outbound,psp,acquirer_3
590,15,15,12.0,"3ef6504bbb",credit_card,a vista,capture,14:56:58,2020-09-09,3.0,dee3b73faaac643,"8999",outbound,psp,pagarme
,0,0,,"3f5b500ade",,,refund,15:20:04,2020-09-29,2.0,,,,psp,pagarme
54000,1307,1307,80.0,"3fa1c04450",credit_card,a vista,capture,14:55:03,2020-09-09,3.0,d03499ff734377b,"5199",outbound,psp,pagarme
54000,1307,1307,80.0,"3fa1c04450",credit_card,a vista,capture,14:55:05,2020-09-09,3.0,d03499ff734377b,"5199",outbound,psp,acquirer_3
17946,0,0,-0.0,"400c602411",credit_card,a vista,refund,15:07:12,2020-09-09,3.0,dc984ecf72ebcaa,"8999",outbound,gateway,acquirer_2
3700,63,63,0.0,"40fa6a8077",credit_card,a vista,capture,14:56:06,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,pagarme
3700,63,63,0.0,"40fa6a8077",credit_card,a vista,capture,14:56:06,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,acquirer_3
,0,0,,"41fadfebaf",,,refund,11:48:59,2020-09-17,4.0,,,,psp,pagarme
,0,0,,"41fadfebaf",,,refund,15:01:30,2020-09-15,2.0,,,,psp,pagarme
23081,570,570,110.0,"429872011e",credit_card,a vista,capture,14:58:02,2020-09-09,3.0,"8b746d1fc781569","5085",outbound,psp,acquirer_3
23081,570,570,110.0,"429872011e",credit_card,a vista,capture,14:58:01,2020-09-09,3.0,"8b746d1fc781569","5085",outbound,psp,pagarme
5348,155,155,95.0,"4318957654",credit_card,a vista,capture,14:59:49,2020-09-09,3.0,f15c6ef80e2797b,"5499",inbound,psp,pagarme
5348,155,155,95.0,"4318957654",credit_card,a vista,capture,14:59:50,2020-09-09,3.0,f15c6ef80e2797b,"5499",inbound,psp,acquirer_3
,0,0,,"447a1d56d8",,,refund,11:21:09,2020-09-14,1.0,,,,psp,pagarme
20900,264,264,70.0,"4580264799",credit_card,"2-6",capture,14:59:20,2020-09-09,3.0,"3eba1255b4e9874","1761",self_register,psp,acquirer_3
20900,264,264,70.0,"4580264799",credit_card,"2-6",capture,14:59:19,2020-09-09,3.0,"3eba1255b4e9874","1761",self_register,psp,pagarme
29550,706,706,80.0,"45d6b6d600",credit_card,a vista,capture,14:57:27,2020-09-09,3.0,"852d29346e0e61a","5499",inbound,psp,pagarme
29550,706,706,80.0,"45d6b6d600",credit_card,a vista,capture,14:57:28,2020-09-09,3.0,"852d29346e0e61a","5499",inbound,psp,acquirer_3
4100,,0,50.0,"466053c056",credit_card,a vista,capture,15:03:54,2020-09-09,3.0,"4e6ad93df7c1d98","5722",outbound,gateway,acquirer_3
1000,32,32,30.0,"4a3881dc3f",credit_card,a vista,capture,14:54:53,2020-09-09,3.0,"7135b2e61be87df","4816",inbound,psp,pagarme
1000,32,32,30.0,"4a3881dc3f",credit_card,a vista,capture,14:54:53,2020-09-09,3.0,"7135b2e61be87df","4816",inbound,psp,acquirer_3
2500,-45,0,0.0,"4ab3eef25d",credit_card,a vista,capture,14:52:05,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,acquirer_3
2500,0,0,-0.0,"4ab3eef25d",credit_card,a vista,refund,16:37:05,2020-09-18,5.0,c073c11c93a896b,"8398",outbound,psp,acquirer_3
2500,0,0,-0.0,"4ab3eef25d",credit_card,a vista,refund,16:37:04,2020-09-18,5.0,c073c11c93a896b,"8398",outbound,psp,pagarme
2500,-45,0,0.0,"4ab3eef25d",credit_card,a vista,capture,14:52:04,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,pagarme
18558,153,153,80.0,"4d63aa3516",credit_card,"2-6",capture,14:59:27,2020-09-09,3.0,"8417224b0ecedbe","5651",inbound,psp,pagarme
18558,153,153,80.0,"4d63aa3516",credit_card,"2-6",capture,14:59:27,2020-09-09,3.0,"8417224b0ecedbe","5651",inbound,psp,acquirer_3
48990,732,732,78.0,"4db9bfaa2b",credit_card,"2-6",capture,14:56:33,2020-09-09,3.0,"114486104391d5c","5122",inbound,psp,acquirer_3
48990,732,732,78.0,"4db9bfaa2b",credit_card,"2-6",capture,14:56:30,2020-09-09,3.0,"114486104391d5c","5122",inbound,psp,pagarme
16970,144,144,0.0,"4e595eccef",credit_card,"2-6",capture,14:56:01,2020-09-09,3.0,"10c33d344710b96","8999",outbound,psp,acquirer_3
16970,144,144,0.0,"4e595eccef",credit_card,"2-6",capture,14:56:01,2020-09-09,3.0,"10c33d344710b96","8999",outbound,psp,pagarme
3500,63,63,0.0,"4eacd2897d",credit_card,a vista,capture,14:58:08,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,pagarme
3500,63,63,0.0,"4eacd2897d",credit_card,a vista,capture,14:58:09,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,acquirer_3
10770,31,31,50.0,"4fd3e0c87b",credit_card,"7-12",capture,14:59:44,2020-09-09,3.0,"5737a7771dbbb75","5735",inbound,psp,pagarme
10770,31,31,50.0,"4fd3e0c87b",credit_card,"7-12",capture,14:59:44,2020-09-09,3.0,"5737a7771dbbb75","5735",inbound,psp,acquirer_3
43739,0,0,-0.0,"4fed64759b",credit_card,"2-6",refund,18:48:03,2020-09-11,5.0,dc984ecf72ebcaa,"8999",outbound,gateway,acquirer_2
21648,310,310,60.0,"5256106e03",credit_card,"2-6",capture,14:57:59,2020-09-09,3.0,"1511b45cce0f96e","5499",inbound,psp,pagarme
21648,310,310,60.0,"5256106e03",credit_card,"2-6",capture,14:58:01,2020-09-09,3.0,"1511b45cce0f96e","5499",inbound,psp,acquirer_3
14060,40,40,60.0,"535bb901d2",credit_card,"7-12",capture,14:59:20,2020-09-09,3.0,"2f912502c8cc23b","5199",inbound,psp,acquirer_3
14060,40,40,60.0,"535bb901d2",credit_card,"7-12",capture,14:59:18,2020-09-09,3.0,"2f912502c8cc23b","5199",inbound,psp,pagarme
18147,198,198,80.0,"54443e1b2f",credit_card,"2-6",capture,14:55:38,2020-09-09,3.0,"1c4debae7ef8522","5137",inbound,psp,pagarme
