"transaction_amount","aux_mdr_fee","mdr_fee","gateway_fee","transaction_id","payment_method","installments_range","financial_operation_type","created_at","date","day_of_week","company_id","company_mcc","company_type","product_name","acquirer_name"
50000,0,0,-0.0,e882f0f2b8,credit_card,a vista,refund,13:16:48,2020-09-10,4.0,c073c11c93a896b,"8398",outbound,psp,acquirer_3
50000,0,0,-0.0,e882f0f2b8,credit_card,a vista,refund,13:16:48,2020-09-10,4.0,c073c11c93a896b,"8398",outbound,psp,pagarme
7500,135,135,0.0,e8bbe41643,credit_card,a vista,capture,14:54:44,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,pagarme
7500,135,135,0.0,e8bbe41643,credit_card,a vista,capture,14:54:45,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,acquirer_3
26158,0,0,-0.0,e9d9d6385f,credit_card,"2-6",refund,14:56:42,2020-09-09,3.0,dc984ecf72ebcaa,"8999",outbound,gateway,acquirer_2
9543,119,119,58.0,ea1a70835b,credit_card,"2-6",capture,14:56:50,2020-09-09,3.0,f5fe7d4530895b2,"5941",outbound,psp,acquirer_3
9543,119,119,58.0,ea1a70835b,credit_card,"2-6",capture,14:56:48,2020-09-09,3.0,f5fe7d4530895b2,"5941",outbound,psp,pagarme
23111,675,675,30.0,eb5051b57f,credit_card,a vista,capture,14:55:05,2020-09-09,3.0,"599188c7d4386dd","5131",outbound,psp,pagarme
23111,675,675,30.0,eb5051b57f,credit_card,a vista,capture,14:55:06,2020-09-09,3.0,"599188c7d4386dd","5131",outbound,psp,acquirer_3
44626,781,781,50.0,eb815d6897,credit_card,"2-6",capture,14:59:16,2020-09-09,3.0,a3119df2b82b67b,"5399",outbound,psp,pagarme
44626,781,781,50.0,eb815d6897,credit_card,"2-6",capture,14:59:16,2020-09-09,3.0,a3119df2b82b67b,"5399",outbound,psp,acquirer_3
12215,379,379,50.0,eba7019ffa,credit_card,a vista,capture,14:59:15,2020-09-09,3.0,"15b5b8295ccf2cb","5422",outbound,psp,pagarme
12215,379,379,50.0,eba7019ffa,credit_card,a vista,capture,14:59:16,2020-09-09,3.0,"15b5b8295ccf2cb","5422",outbound,psp,acquirer_3
10000,379,379,120.0,ec22c5570c,credit_card,a vista,capture,14:58:31,2020-09-09,3.0,"489b07887803197","8661",outbound,psp,pagarme
10000,379,379,120.0,ec22c5570c,credit_card,a vista,capture,14:58:32,2020-09-09,3.0,"489b07887803197","8661",outbound,psp,acquirer_3
14265,325,325,36.0,ecb37e6d53,credit_card,a vista,capture,14:59:05,2020-09-09,3.0,"0d707a98897bc39","5651",inbound,psp,acquirer_3
14265,325,325,36.0,ecb37e6d53,credit_card,a vista,capture,14:59:04,2020-09-09,3.0,"0d707a98897bc39","5651",inbound,psp,pagarme
10000,299,299,39.0,ef487ca39b,credit_card,a vista,capture,14:59:25,2020-09-09,3.0,bd64d4f7c3fa362,"5651",outbound,psp,acquirer_3
10000,299,299,39.0,ef487ca39b,credit_card,a vista,capture,14:59:24,2020-09-09,3.0,bd64d4f7c3fa362,"5651",outbound,psp,pagarme
10000,200,200,0.0,f0dc5aaf74,credit_card,a vista,capture,14:55:44,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,acquirer_3
10000,200,200,0.0,f0dc5aaf74,credit_card,a vista,capture,14:55:43,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,pagarme
59900,274,274,0.0,f0e77c0357,credit_card,"2-6",capture,14:57:37,2020-09-09,3.0,"1baa1d23ed6ba35","8299",outbound,psp,pagarme
59900,274,274,0.0,f0e77c0357,credit_card,"2-6",capture,14:57:37,2020-09-09,3.0,"1baa1d23ed6ba35","8299",outbound,psp,acquirer_3
81900,300,300,45.0,f0e92c6d72,credit_card,"7-12",capture,14:57:57,2020-09-09,3.0,"6640c951fd8b4a1","5941",outbound,psp,pagarme
81900,300,300,45.0,f0e92c6d72,credit_card,"7-12",capture,14:57:57,2020-09-09,3.0,"6640c951fd8b4a1","5941",outbound,psp,acquirer_3
419640,0,0,-0.0,f49ecb8136,credit_card,"7-12",refund,10:00:12,2020-09-11,5.0,d19e7f6bea6d0f3,"8299",outbound,psp,acquirer_2
419640,-7763,0,0.0,f49ecb8136,credit_card,"7-12",capture,14:54:29,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,pagarme
419640,-7763,0,0.0,f49ecb8136,credit_card,"7-12",capture,14:54:30,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,acquirer_2
419640,0,0,-0.0,f49ecb8136,credit_card,"7-12",refund,10:00:12,2020-09-11,5.0,d19e7f6bea6d0f3,"8299",outbound,psp,pagarme
23407,188,188,100.0,f4e0336045,credit_card,"2-6",capture,14:55:44,2020-09-09,3.0,e26313cb27f8c0f,"5137",outbound,psp,pagarme
23407,188,188,100.0,f4e0336045,credit_card,"2-6",capture,14:55:45,2020-09-09,3.0,e26313cb27f8c0f,"5137",outbound,psp,acquirer_3
32212,226,226,90.0,f53d6bd56f,credit_card,"2-6",capture,14:59:17,2020-09-09,3.0,d989f5c5540226b,"5047",inbound,psp,acquirer_3
32212,226,226,90.0,f53d6bd56f,credit_card,"2-6",capture,14:59:17,2020-09-09,3.0,d989f5c5540226b,"5047",inbound,psp,pagarme
10000,180,180,0.0,f645924d1b,credit_card,a vista,capture,14:56:41,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,acquirer_3
10000,180,180,0.0,f645924d1b,credit_card,a vista,capture,14:56:41,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,pagarme
20776,186,186,0.0,f73d08f5e0,credit_card,"2-6",capture,14:55:05,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,acquirer_1
20776,186,186,0.0,f73d08f5e0,credit_card,"2-6",capture,14:55:05,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,pagarme
23015,872,872,120.0,f7a0aee277,credit_card,a vista,capture,14:58:55,2020-09-09,3.0,"8e0507987b9607e","5812",inbound,psp,acquirer_2
23015,872,872,120.0,f7a0aee277,credit_card,a vista,capture,14:58:55,2020-09-09,3.0,"8e0507987b9607e","5812",inbound,psp,pagarme
133300,2333,2333,50.0,f8f87b6122,credit_card,"2-6",capture,14:55:29,2020-09-09,3.0,"37239241e7d02d2","5977",outbound,psp,acquirer_3
133300,2333,2333,50.0,f8f87b6122,credit_card,"2-6",capture,14:55:28,2020-09-09,3.0,"37239241e7d02d2","5977",outbound,psp,pagarme
3999,107,107,50.0,f9cb8e18f8,credit_card,a vista,capture,14:56:21,2020-09-09,3.0,"72e1a779fd75fe4","8299",outbound,psp,pagarme
3999,107,107,50.0,f9cb8e18f8,credit_card,a vista,capture,14:56:22,2020-09-09,3.0,"72e1a779fd75fe4","8299",outbound,psp,acquirer_3
18000,414,414,30.0,fbd0c6441b,credit_card,a vista,capture,14:56:10,2020-09-09,3.0,a0ae9a109973a68,"8299",outbound,psp,pagarme
18000,414,414,30.0,fbd0c6441b,credit_card,a vista,capture,14:56:11,2020-09-09,3.0,a0ae9a109973a68,"8299",outbound,psp,acquirer_3
77402,561,561,10.0,fc60baddb5,credit_card,"2-6",capture,14:56:30,2020-09-09,3.0,"7b2f77ee5fc3730","8011",inbound,psp,acquirer_3
77402,561,561,10.0,fc60baddb5,credit_card,"2-6",capture,14:56:29,2020-09-09,3.0,"7b2f77ee5fc3730","8011",inbound,psp,pagarme
11687,0,0,-40.0,fcee3fb412,credit_card,"7-12",refund,11:08:50,2020-09-10,4.0,"5fbe4ac1b6b1c3b","5300",inbound,psp,acquirer_3
11687,0,0,-40.0,fcee3fb412,credit_card,"7-12",refund,11:08:50,2020-09-10,4.0,"5fbe4ac1b6b1c3b","5300",inbound,psp,pagarme
11687,-346,0,40.0,fcee3fb412,credit_card,"7-12",capture,14:40:15,2020-09-09,3.0,"5fbe4ac1b6b1c3b","5300",inbound,psp,pagarme
11687,-346,0,40.0,fcee3fb412,credit_card,"7-12",capture,14:40:16,2020-09-09,3.0,"5fbe4ac1b6b1c3b","5300",inbound,psp,acquirer_3
32714,,0,20.0,fd0e5765f3,credit_card,"2-6",capture,15:18:13,2020-09-09,3.0,dc984ecf72ebcaa,"8999",outbound,gateway,acquirer_2
28751,278,278,30.0,fef43fbb9b,credit_card,"2-6",capture,14:58:57,2020-09-09,3.0,fe3f48f88f15d46,"5137",outbound,psp,pagarme
28751,278,278,30.0,fef43fbb9b,credit_card,"2-6",capture,14:58:58,2020-09-09,3.0,fe3f48f88f15d46,"5137",outbound,psp,acquirer_3
21004,142,142,64.0,ff42ef7d97,credit_card,"2-6",capture,14:55:41,2020-09-09,3.0,a8521ed11711b5f,"5300",inbound,psp,acquirer_3
21004,142,142,64.0,ff42ef7d97,credit_card,"2-6",capture,14:55:41,2020-09-09,3.0,a8521ed11711b5f,"5300",inbound,psp,pagarme
119880,185,185,0.0,ff4cc13eff,credit_card,"7-12",capture,14:57:09,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,acquirer_3
119880,185,185,0.0,ff4cc13eff,credit_card,"7-12",capture,14:57:09,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,pagarme
49990,229,229,15.0,ff5e9dbc52,credit_card,"2-6",capture,09:58:51,2020-09-09,3.0,a1c2f57e42dd0b9,"5311",outbound,psp,pagarme
49990,229,229,15.0,ff5e9dbc52,credit_card,"2-6",capture,09:58:51,2020-09-09,3.0,a1c2f57e42dd0b9,"5311",outbound,psp,acquirer_3
2500,45,45,0.0,ff67ca7338,credit_card,a vista,capture,14:55:22,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,acquirer_3
2500,45,45,0.0,ff67ca7338,credit_card,a vista,capture,14:55:21,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,pagarme
19265,44,44,80.0,ffbdd0e0f2,credit_card,"7-12",capture,14:55:21,2020-09-09,3.0,"852d29346e0e61a","5499",inbound,psp,acquirer_3
19265,44,44,80.0,ffbdd0e0f2,credit_card,"7-12",capture,14:55:19,2020-09-09,3.0,"852d29346e0e61a","5499",inbound,psp,pagarme
31791,204,204,80.0,ffcdcf1602,credit_card,"2-6",capture,14:57:51,2020-09-09,3.0,"852d29346e0e61a","5499",inbound,psp,pagarme
31791,204,204,80.0,ffcdcf1602,credit_card,"2-6",capture,14:57:52,2020-09-09,3.0,"852d29346e0e61a","5499",inbound,psp,acquirer_3
